"","Id","Code","Name","Class","Standard Concept Caption","Valid Start Date","Valid End Date","RC","DRC","Domain","Vocabulary","Ancestors"
"","35789617","OMOP2791078","0.02 ML exenatide 0.25 MG/ML Prefilled Syringe [Byetta] Box of 1 by Mawdsley-Brooks","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'exenatide'"">1"
"","35789615","OMOP2791076","0.02 ML exenatide 0.25 MG/ML Prefilled Syringe [Byetta] Box of 1 by Waymade","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'exenatide'"">1"
"","35789618","OMOP2791079","0.02 ML exenatide 0.25 MG/ML Prefilled Syringe [Byetta] by Astrazeneca","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'exenatide'"">1"
"","35789602","OMOP2791063","0.02 ML exenatide 0.25 MG/ML Prefilled Syringe [Byetta] by Mawdsley-Brooks","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'exenatide'"">1"
"","35789619","OMOP2791080","0.02 ML exenatide 0.25 MG/ML Prefilled Syringe [Byetta] by Waymade","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'exenatide'"">1"
"","35789633","OMOP2791094","0.04 ML exenatide 0.25 MG/ML Injectable Solution","Quant Clinical Drug","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'exenatide'"">1"
"","35789632","OMOP2791093","0.04 ML exenatide 0.25 MG/ML Injectable Solution Box of 1","Quant Clinical Box","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'exenatide'"">1"
"","2901619","OMOP5118505","0.04 ML exenatide 0.25 MG/ML Injectable Solution Box of 60","Quant Clinical Box","Standard","06/29/2021","12/30/2099","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'exenatide'"">1"
"","35789620","OMOP2791081","0.04 ML exenatide 0.25 MG/ML Injectable Solution [Byetta]","Quant Branded Drug","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'exenatide'"">1"
"","35789634","OMOP2791095","0.04 ML exenatide 0.25 MG/ML Injectable Solution [Byetta] Box of 1","Quant Branded Box","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'exenatide'"">1"
"","35789621","OMOP2791082","0.04 ML exenatide 0.25 MG/ML Injectable Solution [Byetta] Box of 1 by Astrazeneca","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'exenatide'"">1"
"","35789631","OMOP2791092","0.04 ML exenatide 0.25 MG/ML Injectable Solution [Byetta] Box of 1 by Lexon","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'exenatide'"">1"
"","35789635","OMOP2791096","0.04 ML exenatide 0.25 MG/ML Injectable Solution [Byetta] by Astrazeneca","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'exenatide'"">1"
"","35789627","OMOP2791088","0.04 ML exenatide 0.25 MG/ML Injectable Solution [Byetta] by Lexon","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'exenatide'"">1"
"","2901616","OMOP5118502","0.04 ML exenatide 0.25 MG/ML Injection","Quant Clinical Drug","Standard","06/29/2021","12/30/2099","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'exenatide'"">1"
"","2901615","OMOP5118501","0.04 ML exenatide 0.25 MG/ML Injection Box of 60","Quant Clinical Box","Standard","06/29/2021","12/30/2099","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'exenatide'"">1"
"","2901614","OMOP5118500","0.04 ML exenatide 0.25 MG/ML Injection [Byetta]","Quant Branded Drug","Standard","06/29/2021","12/30/2099","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'exenatide'"">1"
"","2901613","OMOP5118499","0.04 ML exenatide 0.25 MG/ML Injection [Byetta] Box of 60","Quant Branded Box","Standard","06/29/2021","12/30/2099","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'exenatide'"">1"
"","2901618","OMOP5118504","0.04 ML exenatide 0.25 MG/ML Pen Injector","Quant Clinical Drug","Standard","06/29/2021","12/30/2099","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'exenatide'"">1"
"","2901617","OMOP5118503","0.04 ML exenatide 0.25 MG/ML Pen Injector [Byetta]","Quant Branded Drug","Standard","06/29/2021","12/30/2099","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'exenatide'"">1"
"","35789624","OMOP2791085","0.04 ML exenatide 0.25 MG/ML Prefilled Syringe","Quant Clinical Drug","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'exenatide'"">1"
"","35789623","OMOP2791084","0.04 ML exenatide 0.25 MG/ML Prefilled Syringe Box of 1","Quant Clinical Box","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'exenatide'"">1"
"","35789628","OMOP2791089","0.04 ML exenatide 0.25 MG/ML Prefilled Syringe [Byetta]","Quant Branded Drug","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'exenatide'"">1"
"","35789625","OMOP2791086","0.04 ML exenatide 0.25 MG/ML Prefilled Syringe [Byetta] Box of 1","Quant Branded Box","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'exenatide'"">1"
"","35789626","OMOP2791087","0.04 ML exenatide 0.25 MG/ML Prefilled Syringe [Byetta] Box of 1 by Astrazeneca","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'exenatide'"">1"
"","35789622","OMOP2791083","0.04 ML exenatide 0.25 MG/ML Prefilled Syringe [Byetta] Box of 1 by Lexon","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'exenatide'"">1"
"","35789629","OMOP2791090","0.04 ML exenatide 0.25 MG/ML Prefilled Syringe [Byetta] by Astrazeneca","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'exenatide'"">1"
"","35789630","OMOP2791091","0.04 ML exenatide 0.25 MG/ML Prefilled Syringe [Byetta] by Lexon","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'exenatide'"">1"
"","36282268","OMOP3133143","0.65 ML exenatide 3.08 MG/ML Injectable Suspension","Quant Clinical Drug","Standard","09/30/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","36282266","OMOP3133141","0.65 ML exenatide 3.08 MG/ML Injectable Suspension Box of 4","Quant Clinical Box","Standard","09/30/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","36282265","OMOP3133140","0.65 ML exenatide 3.08 MG/ML Injectable Suspension [Bydureon]","Quant Branded Drug","Standard","09/30/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","36282267","OMOP3133142","0.65 ML exenatide 3.08 MG/ML Injectable Suspension [Bydureon] Box of 4","Quant Branded Box","Standard","09/30/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","36282263","OMOP3133138","0.65 ML exenatide 3.08 MG/ML Injectable Suspension [Bydureon] Box of 4 by Astrazeneca","Marketed Product","Standard","09/30/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","45774531","1544916","0.65 ML exenatide 3.08 MG/ML Pen Injector","Quant Clinical Drug","Standard","11/30/2014","12/30/2099","0","0","Drug","RxNorm",""
"","45774533","1544918","0.65 ML exenatide 3.08 MG/ML Pen Injector [Bydureon]","Quant Branded Drug","Standard","11/30/2014","12/30/2099","0","0","Drug","RxNorm",""
"","793111","1990866","0.85 ML exenatide 2.35 MG/ML Auto-Injector","Quant Clinical Drug","Standard","02/04/2018","12/30/2099","0","0","Drug","RxNorm",""
"","1972785","OMOP5165351","0.85 ML exenatide 2.35 MG/ML Auto-Injector Box of 12","Quant Clinical Box","Standard","01/27/2022","12/30/2099","0","0","Drug","RxNorm Extension",""
"","1972784","OMOP5165350","0.85 ML exenatide 2.35 MG/ML Auto-Injector Box of 4","Quant Clinical Box","Standard","01/27/2022","12/30/2099","0","0","Drug","RxNorm Extension",""
"","793114","1990869","0.85 ML exenatide 2.35 MG/ML Auto-Injector [Bydureon]","Quant Branded Drug","Standard","02/04/2018","12/30/2099","0","0","Drug","RxNorm",""
"","1972788","OMOP5165354","0.85 ML exenatide 2.35 MG/ML Auto-Injector [Bydureon] Box of 12","Quant Branded Box","Standard","01/27/2022","12/30/2099","0","0","Drug","RxNorm Extension",""
"","1972789","OMOP5165355","0.85 ML exenatide 2.35 MG/ML Auto-Injector [Bydureon] Box of 12 by Kohlpharma","Marketed Product","Standard","01/27/2022","12/30/2099","0","0","Drug","RxNorm Extension",""
"","1972786","OMOP5165352","0.85 ML exenatide 2.35 MG/ML Auto-Injector [Bydureon] Box of 4","Quant Branded Box","Standard","01/27/2022","12/30/2099","0","0","Drug","RxNorm Extension",""
"","1972787","OMOP5165353","0.85 ML exenatide 2.35 MG/ML Auto-Injector [Bydureon] Box of 4 by Kohlpharma","Marketed Product","Standard","01/27/2022","12/30/2099","0","0","Drug","RxNorm Extension",""
"","36052556","OMOP4977639","0.85 ML exenatide 2.35 MG/ML Injectable Suspension","Quant Clinical Drug","Standard","08/16/2020","12/30/2099","0","0","Drug","RxNorm Extension",""
"","36052555","OMOP4977638","0.85 ML exenatide 2.35 MG/ML Injectable Suspension Box of 4","Quant Clinical Box","Standard","08/16/2020","12/30/2099","0","0","Drug","RxNorm Extension",""
"","36052554","OMOP4977637","0.85 ML exenatide 2.35 MG/ML Injectable Suspension [Bydureon]","Quant Branded Drug","Standard","08/16/2020","12/30/2099","0","0","Drug","RxNorm Extension",""
"","36052552","OMOP4977635","0.85 ML exenatide 2.35 MG/ML Injectable Suspension [Bydureon] Box of 4","Quant Branded Box","Standard","08/16/2020","12/30/2099","0","0","Drug","RxNorm Extension",""
"","36052551","OMOP4977634","0.85 ML exenatide 2.35 MG/ML Injectable Suspension [Bydureon] Box of 4 by Astrazeneca","Marketed Product","Standard","08/16/2020","12/30/2099","0","0","Drug","RxNorm Extension",""
"","36052553","OMOP4977636","0.85 ML exenatide 2.35 MG/ML Injectable Suspension [Bydureon] by Astrazeneca","Marketed Product","Standard","08/16/2020","12/30/2099","0","0","Drug","RxNorm Extension",""
"","2902228","OMOP5119098","0.85 ML exenatide 2.35 MG/ML Injection","Quant Clinical Drug","Standard","06/29/2021","12/30/2099","0","0","Drug","RxNorm Extension",""
"","2902227","OMOP5119097","0.85 ML exenatide 2.35 MG/ML Injection Box of 4","Quant Clinical Box","Standard","06/29/2021","12/30/2099","0","0","Drug","RxNorm Extension",""
"","2902226","OMOP5119096","0.85 ML exenatide 2.35 MG/ML Injection [Bydureon]","Quant Branded Drug","Standard","06/29/2021","12/30/2099","0","0","Drug","RxNorm Extension",""
"","2902225","OMOP5119095","0.85 ML exenatide 2.35 MG/ML Injection [Bydureon] Box of 4","Quant Branded Box","Standard","06/29/2021","12/30/2099","0","0","Drug","RxNorm Extension",""
"","2902230","OMOP5119100","0.85 ML exenatide 2.35 MG/ML Pen Injector","Quant Clinical Drug","Standard","06/29/2021","12/30/2099","0","0","Drug","RxNorm Extension",""
"","2902229","OMOP5119099","0.85 ML exenatide 2.35 MG/ML Pen Injector [Bydureon]","Quant Branded Drug","Standard","06/29/2021","12/30/2099","0","0","Drug","RxNorm Extension",""
"","42683878","OMOP4912661","0.85 ML exenatide 2.35 MG/ML Prefilled Syringe","Quant Clinical Drug","Standard","02/29/2020","12/30/2099","0","0","Drug","RxNorm Extension",""
"","42683877","OMOP4912662","0.85 ML exenatide 2.35 MG/ML Prefilled Syringe Box of 4","Quant Clinical Box","Standard","02/29/2020","12/30/2099","0","0","Drug","RxNorm Extension",""
"","42683876","OMOP4912663","0.85 ML exenatide 2.35 MG/ML Prefilled Syringe [Bydureon]","Quant Branded Drug","Standard","02/29/2020","12/30/2099","0","0","Drug","RxNorm Extension",""
"","42683875","OMOP4912664","0.85 ML exenatide 2.35 MG/ML Prefilled Syringe [Bydureon] Box of 4","Quant Branded Box","Standard","02/29/2020","12/30/2099","0","0","Drug","RxNorm Extension",""
"","42683874","OMOP4912665","0.85 ML exenatide 2.35 MG/ML Prefilled Syringe [Bydureon] Box of 4 by Astrazeneca","Marketed Product","Standard","02/29/2020","12/30/2099","0","0","Drug","RxNorm Extension",""
"","21069231","OMOP321623","100 ML Metformin 100 MG/ML Oral Solution","Quant Clinical Drug","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41425966","OMOP2623928","100 ML Metformin 100 MG/ML Oral Solution Box of 1","Quant Clinical Box","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41416316","OMOP2614278","100 ML Metformin 100 MG/ML Oral Solution Box of 1 by Infectopharm","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","21137791","OMOP321628","100 ML Metformin 100 MG/ML Oral Solution by A A H","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","35896450","OMOP5040686","100 ML metformin 100 MG/ML Oral Solution by Accord","Marketed Product","Standard","01/31/2021","12/30/2099","0","0","Drug","RxNorm Extension",""
"","21127937","OMOP321630","100 ML Metformin 100 MG/ML Oral Solution by Actavis","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","21088685","OMOP321625","100 ML Metformin 100 MG/ML Oral Solution by Alliance","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","21078983","OMOP321632","100 ML Metformin 100 MG/ML Oral Solution by Almus","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","36053208","OMOP4978349","100 ML metformin 100 MG/ML Oral Solution by DE","Marketed Product","Standard","08/16/2020","12/30/2099","0","0","Drug","RxNorm Extension",""
"","21059294","OMOP321629","100 ML Metformin 100 MG/ML Oral Solution by Pinewood","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","21147631","OMOP321627","100 ML Metformin 100 MG/ML Oral Solution by Rosemont","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","40712313","OMOP4744935","100 ML Metformin 100 MG/ML Oral Solution by Sigma","Marketed Product","Standard","06/03/2018","12/30/2099","0","0","Drug","RxNorm Extension",""
"","21137790","OMOP321624","100 ML Metformin 100 MG/ML Oral Solution by Sigma-Tau","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","21147630","OMOP321626","100 ML Metformin 100 MG/ML Oral Solution by Waymade","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","21069232","OMOP321631","100 ML Metformin 100 MG/ML Oral Solution by Zentiva","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","43721431","OMOP835613","100 ML Metformin 100 MG/ML Oral Solution [Metfoliquid Geriasan]","Quant Branded Drug","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41415985","OMOP2613947","100 ML Metformin 100 MG/ML Oral Solution [Metfoliquid Geriasan] Box of 1","Quant Branded Box","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41414655","OMOP2612617","100 ML Metformin 100 MG/ML Oral Solution [Metfoliquid Geriasan] Box of 1 by Infectopharm","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","43613520","OMOP835614","100 ML Metformin 100 MG/ML Oral Solution [Metfoliquid Geriasan] by Rosemont","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","43757482","OMOP835617","100 ML Metformin 100 MG/ML Oral Solution [Metformin Glenmark]","Quant Branded Drug","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","43703673","OMOP835618","100 ML Metformin 100 MG/ML Oral Solution [Metformin Glenmark] by Glenmark","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","43739560","OMOP835615","100 ML Metformin 100 MG/ML Oral Solution [Metforminhydrochlorid Winthrop Pharmaceuticals]","Quant Branded Drug","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","43829510","OMOP835616","100 ML Metformin 100 MG/ML Oral Solution [Metforminhydrochlorid Winthrop Pharmaceuticals] by Winthrop","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","21147632","OMOP321634","100 ML Metformin 100 MG/ML Oral Solution [Metsol]","Quant Branded Drug","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","21029862","OMOP321635","100 ML Metformin 100 MG/ML Oral Solution [Metsol] by Kappin","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","19107329","431724","12 HR metformin hydrochloride 850 MG Extended Release Oral Tablet","Quant Clinical Drug","Standard","12/31/1969","12/30/2099","0","0","Drug","RxNorm",""
"","41412023","OMOP2609985","1.2 ML exenatide 0.00417 MG/ML Injectable Solution","Quant Clinical Drug","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41412187","OMOP2610149","1.2 ML exenatide 0.00417 MG/ML Injectable Solution Box of 1","Quant Clinical Box","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41412064","OMOP2610026","1.2 ML exenatide 0.00417 MG/ML Injectable Solution [Byetta]","Quant Branded Drug","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41412174","OMOP2610136","1.2 ML exenatide 0.00417 MG/ML Injectable Solution [Byetta] Box of 1","Quant Branded Box","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41412220","OMOP2610182","1.2 ML exenatide 0.00417 MG/ML Injectable Solution [Byetta] Box of 1 by Cc","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41412086","OMOP2610048","1.2 ML exenatide 0.00417 MG/ML Injectable Solution [Byetta] Box of 1 by Kohlpharma","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","1972900","OMOP5165463","1.2 ML exenatide 0.00417 MG/ML Injectable Solution [Byetta] by Eurim-Pharm","Marketed Product","Standard","01/27/2022","12/30/2099","0","0","Drug","RxNorm Extension",""
"","36037344","OMOP5047340","1.2 ML exenatide 0.00417 MG/ML Injectable Solution [Byetta] by Haematogmbh","Marketed Product","Standard","06/16/2021","12/30/2099","0","0","Drug","RxNorm Extension",""
"","36037343","OMOP5047339","1.2 ML exenatide 0.00417 MG/ML Injectable Solution [Byetta] by Orifarm Leverkus","Marketed Product","Standard","06/16/2021","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41412246","OMOP2610208","1.2 ML exenatide 0.25 MG/ML Injectable Solution","Quant Clinical Drug","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41412170","OMOP2610132","1.2 ML exenatide 0.25 MG/ML Injectable Solution Box of 1","Quant Clinical Box","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41412232","OMOP2610194","1.2 ML exenatide 0.25 MG/ML Injectable Solution [Byetta]","Quant Branded Drug","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41412274","OMOP2610236","1.2 ML exenatide 0.25 MG/ML Injectable Solution [Byetta] Box of 1","Quant Branded Box","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41412202","OMOP2610164","1.2 ML exenatide 0.25 MG/ML Injectable Solution [Byetta] Box of 1 by Astrazeneca","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
